ogr_DogID,foodtype,exercisetype,status
16051,natural balance bison,walking around city  running in park  playing in park,1.0
16051,iams,playing  walking,1.0
16049,iams  puppy,plays w  other dogs  walks,0.0
16049,california natural lamb and rice and earthborn,plays with another dog  goes on walks,0.0
16049,iam & cal  nat lamb and rice,walking & playing with other dogs,0.0
16048,iams smart puppy for large breeds,walking & playing,0.0
16048,blue buffalo lamb & rice,walking,0.0
16048,blue buffalo chicken large breed,walking & playing,0.0
16048,blue buffalo lamb & rice,walking,0.0
16045,iams adult lamb & rice,walks  play with siblings and other pups in training,1.0
16045,iams lamb and rice adult,walks  free play in secure areas  swims  retrieving balls  tug toys ,1.0
16045,iams,walks running pup play with other dog,1.0
16028,natural balance,walks and dog play,1.0
16028,natural balance,walking and playing w my other dog,1.0
16028,natural balance,walks and playing w our forever dog,1.0
16001,iams,walking   times a day,1.0
16001,iams,walking  times a day    run  and throw a ball in the tennis court,1.0
16001,iams ramb and rice,walking  getting balls,1.0
15999,iams puppy chow   smart dog,walks at shopping centers  churches  parks  road,1.0
15999,iams adult lamb meal and rice red bag,walking  playing fetch  playing tug,1.0
15999,iams adult dog food,walking  retrieving toys,1.0
15999,iam adult dog food,walks  fetch  training,1.0
15988,nature s variety,fetch  walk  play with my dog,0.0
15988,nature s variety,walking  playing with my dog,0.0
15988,nature s variety,walking  playing with my dog,0.0
15987,iams puppy chow,loves to play fetch in the yard  walk and run on leash,0.0
15984,iams puppy food  large breed,walking  running  swimming  playing with toys,0.0
15984,iams proactive health smart puppy large breed,walking  ball playing  yard play,0.0
15966,max lrg brd pup,walking  running  playing fetch,1.0
15959,nature s choice,running and playing,0.0
15959,nuture choice,walking and playing in a fenced yard,0.0
15948,iams lamb & rice,long hikes  swimming,1.0
15948,iams lamb & rice,long walks  swimming,1.0
15948,iams lamb & rice,long walks  playing with balls,1.0
15947,wellness,walking  playing,0.0
15947,wellness core,walking  playing,0.0
15947,wellness puppy,walking  running  playing,0.0
15947,wellness core,playing  walks,0.0
15945,iams smart puppy large breed proactive health,walks  play with toys in yard,1.0
15945,iams,walks and frisbee play in backyard,1.0
15942,iams smart puppy,training walk exercise walk and other dog play,0.0
15942,iams,training walks   times a day  play with family dog,0.0
15942,iams smart puppy,training walk exercise walk and other dog play,0.0
15942,iams,daily walks  play with other dogs  comes with me almost everywhere i go,0.0
15935,iams,walking,1.0
15935,iams puppy,walk  playng ball,1.0
15924,castor & pollux organix puppy fomula   dry puppy food,walks and runs outside  plays fetch with the children and i,0.0
15924,iams,walks swimming dog play,0.0
15924,iams,walks playing with dogs  swimming fetching,0.0
15914,purina one smart blend  lamb & rice,walk run on long lead yard play,1.0
15911,iams adult,daily runs  walks  fetch  swimming  playing with my other dog,0.0
15911,iams adult,running  walks  playing fetch  swimming,0.0
15910,iams,runnign  swimming  playing w dogs  chasing balls  walks on leash,1.0
15908,iams,walking  running,0.0
15908,iams lamb and rice,walking  fetch  long line,0.0
15908,iams adult,walking  long line  fetch,0.0
15908,iams adult regular,walking   running,0.0
15908,iams,walking  running,0.0
15907,blue seal lamb and rice,walking and pup play,0.0
15901,iams,daily walks & play times,0.0
15901,iams,walks  plays with family dog,0.0
15901,iams,walking running,0.0
15901,iams large breed,walks   play in fenced yard,0.0
15898,chicken soup for the dog lovers soul,walks swim ball play play with our released geb dog,0.0
15896,canidae,indoor and outdoor play  i e   fetch  tug of war ,1.0
15896,canidae all stages,indoor and outdoor play  i e   fetch  tug of war ,1.0
15886,canidae,goes on a walk almost every day  plays in the snow with our other dogs ,0.0
15886,canidae,he goes for a     mile walk every day and plays off an on throughout the day with our dogs inside and in our fenced in yard ,0.0
15886,canidae,plays pretty much all day with my dog  runs around the fenced in yard and goes for a   mile walk,0.0
15875,iams,walk  run  play with humans and dogs,1.0
15875,iams proactive,walking  running  play with other dogs,1.0
15875,iams,walking  running  play with other dogs,1.0
15870,iams lamb & rice,walks  playing outside and other dog in house,0.0
15869,iams smart puppy,walking  playing in enclosed pen,0.0
15869,iams smart puppy,walking  playing in enclosed pen,0.0
15869,iams lamb & ruce,walking  palying fetch,0.0
15869,iams lamb & rice,walking  fetch  running playing in    x   pen,0.0
15867,iams adult,walks  run in yard  play with my dog,1.0
15867,iams,walking,1.0
15865,iams,daily walks  plays with other dog,1.0
15865,iams,daily walks  plays with other dog,1.0
15856,nutro max lamb and rice,walks  plays ball with us  plays with our other dog,1.0
15854,iams,walks and playing fetch,0.0
15854,iams,walks and runs in yard,0.0
15854,iams,walks  run and fetch,0.0
15853,iams,pool time walks  fetch,1.0
15853,iams,fetch  walks,1.0
15848,iams,walking  playing fetch  outdoor recalls,0.0
15848,iams,walking  playing fetch  outdoor recalls,0.0
15848,iams,walking  playing fetch  outdoor recalls,0.0
15845,iams,walking playing,1.0
15839,iams adult  green bag ,walks  fetch  swimming,0.0
15839,iams & merrick,walks  jogs around block with kids  fetch,0.0
15838,iams,walks  playing with toys,0.0
15838,iams large breed puppy,walks  ball throwing,0.0
15838,iams puppy,walks  ball throwing,0.0
15838,iams large breed puppy,play time  walks,0.0
15838,iams large breed,walks  ball tossing,0.0
15813,purina   large breed adult,walking  playing with released geb dog and other dogs in the program,0.0
15813,iams puppy,walking  playing with pet dog  playing fetch,0.0
15813,purina   large breed adult,walking  playing w released geb dog  verdell   playdates  training,0.0
15812,iams,walking and runs everyday,0.0
15812,iams,walks  runs  outings,0.0
15811,iams,play  fetch and walking,0.0
15811,iams,fetch and playing with other dogs,0.0
15811,iams puppy,play with raisers and released geb dog jag  she also gets weekly play time with other geb dogs,0.0
15804,iams,walks  ball & frisbee chasing,0.0
15804,iams,walks  frisbee,0.0
15799,purina one chicken and rice,walks  playing with other pups  loves to fetch  playing in pool,1.0
15799,purina chicken and rice,      mi walk daily  play with other dogs,1.0
15799,purina chicken and rice,  miles of walking each day  playing with other dogs in the back yard,1.0
15799,low res and iams puppy,running  playing with other dogs  playing in pool  short walks,1.0
15763,iams adult food,fetch  walking,1.0
15763,iams large breed,walks  fetch,1.0
15760,iams adult,walking  playing with other dogs,1.0
15760,iams puppy food,walking playing fetch and tug,1.0
15760,iams adult,walks  running in yard,1.0
15757,merrick turducken,playing & walking,1.0
15755,iams lamb & rice,walking  jogging with me  chasing toys,1.0
15734,iams,walk & play,0.0
15730,iams lamb & rice adult,walking and playing,0.0
15730,iams adult lamb and rice,walking,0.0
15730,iams lamb and rice,walk,0.0
15730,iams adult lamb and rice,walking,0.0
15729,iams   red bag ,walks runs puppy playdates,0.0
15729,iams red bag,walking  running swimming with other geb dogs,0.0
15714,regal sensibites,long walks  play with nick and  betsy,0.0
15714,regal sensibites,long walks  play with nick and betsy,0.0
15712,iams adult lamb and rice,walk  running after ball in yard,0.0
15709,iams lamb and rice,walks  frisbee,0.0
15709,iams lamb & rice,running in yard  tug of war  fetch with ball frisbee  walks though a bit difficult on those,0.0
15708,iams,walks and playing fetch,0.0
15708,iams,walk,0.0
15702,iams,walks and play with my dog,1.0
15700,purina,walks and play time,1.0
15700,purina,walks and ball play,1.0
15700,purina,play time and wlaks,1.0
15698,iams puppy,llw  fetch  swimming  etc   ,1.0
15696,iams lamb & rice      red bag,walks  play ball  frisbee   backyard running ,0.0
15696,iams,walks  free running in backyard ,0.0
15693,iams,walking  fetching running,1.0
15693,iams lamb and rice,walking  fetching,1.0
15659,wellness adult,walking  playing in backyard  playing with another pup  games in the house,0.0
15659,wellness original adult,walks  fetch  dog play  run in yard,0.0
15659,iams puppy chow,indoor play,0.0
15659,iams proactive adult,walks  fetch  playtime with other dogs  backyard exploration,0.0
15634,taste of the wild,walks runs,1.0
15634,purina puppy pro large breed,run in park  walks,1.0
15634,taste of the wild,walks,1.0
15634,taste of the wild,walk run,1.0
15634,taste of the wild,tires in the heat,1.0
15629,iams puppy,walking on sidewalk and running free in fenced back yard,0.0
15629,iams adult,long trail walks  ball playing swimming,0.0
15629,iams lamb & rice,trail walks  swimming  playing ball,0.0
15627,fromm family foods,highly excitable  lots of energy,0.0
15627,fromm family foods,playing follow me in the park  playing fetch      walks a day  ~     mile ,0.0
15627,fromm family foods,play in yard  fetch follow me  walk,0.0
15627,fromm family foods,  walks day  ~  mins  each   free play    minutes  ~  training session  ~   min  each ,0.0
15625,purina,play  walks,1.0
15625,blue buffalo large breed puppy food,walking  playing with other dogs,1.0
15625,blue buffalo large breed adult food,walking  playing with other dogs,1.0
15590,iams puppy and taste of the wild,daily walks and puppy play with other dog in house and co worker s puppy at work during lunch,1.0
15590,taste of the wild,daily walks and play time with other   legged friends,1.0
15586,nature s select chicken  lamb  and rice,walks  fetch  soccer  follow me,0.0
15586,iams minichunks,walking  playing fetch  running with other pups,0.0
15586,iams,fetch  playing with toys  running outside off leash in fenced in backyard,0.0
15586,iams  minichunks,fetch  chasing ball  hide and go seek,0.0
15584,iams puppy probiotic,llw  recall  follow me  exploring on leash  playtime ,1.0
15584,iams,llw  long line  free play  training ,1.0
15584,iams,walking,1.0
15574,iams,walks free run in fenced in area to play,0.0
15574,iams,walks  playing fetch outside playing with other dogs,0.0
15574,iams,walks,0.0
15573,regal,fetch  walks  playing with other dogs,1.0
15573,regal,walk  run  fetch  play with other dogs  train,1.0
15573,regal,walk run chewing fetch play in pool plays with other dogs,1.0
15566,iams puppy,walking   running  training  playing  and fetch,1.0
15566,healthwise chicken and oatmeal,walking  running  fetch  playing with other dogs,1.0
15566,health wise chicken and oatmeal,walks  play in backyard ,1.0
15559,iams,daily walks,1.0
15536,california natural   purina pro plan mixed,walking  running playing  swimming,1.0
15536,iams,walks  playing fetch  running around yard,1.0
15536,iams,walks  swimming  fetch,1.0
15522,blue seal natural   ,walks play w family dog swims,1.0
15522,blue seal,walks and runs and plays with our   year old lab,1.0
15522,blue seal   ,we walk her and she plays with our other dog  sometimes she runs around outside in the yard,1.0
15507,iams,walks at stores at least once a day  and walks around neighborhood and yard  at least   or   times a day ,1.0
15507,iams puppy food,brisk walks around neighborhood  at least  xs per day  outings at least once a day  everyday,1.0
15507,iams puppy food,lots of time outside  getting busy  training  at least one long walk per day  plays ball  chases toys ,1.0
15458,iams puppy chow,walking  playing fetch  free running in yard,0.0
15458,iams lamb and rice,playing with other dog  running in backyard  fetching tennis ball  swimming in lake,0.0
15458,iams lamb and rice,running with other dog  fetching  playing with toys,0.0
15457,iams lamb and rice,walking  hiking  light jogging  puppy play on the beach,1.0
15457,iams lamb and rice,walking playing hiking swimming,1.0
15457,iams,walking   a little hiking   playing,1.0
15457,iams lamb and rice,walking  hiking  light jogging  puppy play  fetch,1.0
15454,iams smart puppy  switching to adult with next purchase ,walks  runs in back yard,1.0
15454,iams proactive lamb meal and rice,walks  run in yard,1.0
15454,iams proactive lamb meal and rice,walks and play time in the fenced yard,1.0
15446,nutro chicken and oatmeal,walk  hike  tennis court and backyard free play,1.0
15446,iams pupppy large breed,walks  running around yard,1.0
15446,chicken and oatmeal nutro,hiking  swimming in creeks  lots of walk and running in backyard,1.0
15445,iams,walking  ball chasing,1.0
15445,iams large breed,avg    miles loose leash walking per day,1.0
15445,iams,neighborhood walks  supervised backyard,1.0
15393,iams,soccer  fetch  come from distances  etc ,0.0
15393,iams,runs  homework  walks  come from distance  soccer  etc ,0.0
15393,iams,walks  fetch  comes from a distance  ball playing,0.0
15393,low residue  from geb ,walking a few blocks  playing,0.0
15393,iams smart puppy,walks  backyard play  field trips  practice comes from a distance  etc ,0.0
15037,iams adult,walking  playing ball  playing with other puppy,1.0
15037,iam lamb and rice,long lead walk and or fetch,1.0
15037,blue seal pork & barley,walking  fetching  playing w other dogs,1.0
