ogr_DogID,foodtype,exercisetype,age,sex,earcleaning,attendsclasses,behaveswellclass,attendshomeswitches,status
17382,eukanuba sensitive digestion and purina one puppy,yard play  chasing balls,4.0,1.0,4.0,5.0,4.0,3.0,1.0
17382,purina one smart blend,running  walking  playing,4.0,1.0,4.0,5.0,4.0,3.0,1.0
17382,purina one,retrieving  walking,4.0,1.0,4.0,5.0,4.0,3.0,1.0
17343,iams,pup play walk,4.0,0.0,3.0,5.0,5.0,5.0,1.0
17343,iams,walks or playing,4.0,0.0,3.0,5.0,5.0,5.0,1.0
17343,iams,walking  playing fetch  pup play,4.0,0.0,3.0,5.0,5.0,5.0,1.0
17342,science diet,take walks  play catch with toys  and with other dogs,10.0,1.0,3.0,4.0,3.0,3.0,1.0
17342,science diet,short walks  play with humans and other dogs,10.0,1.0,3.0,4.0,3.0,3.0,1.0
17341,max nutro,walking  running  fetch  in house play,5.0,1.0,4.0,3.0,4.0,4.0,0.0
17341,nutro natural choice adult dog food,ball playing  walking  running  fetch ,5.0,1.0,4.0,3.0,4.0,4.0,0.0
17338,nutro,walks,8.0,0.0,5.0,5.0,4.0,5.0,1.0
17338,nuturo,playing with toys  walking  fetch,8.0,0.0,5.0,5.0,4.0,5.0,1.0
17338,nutro,walks  fetch,8.0,0.0,5.0,5.0,4.0,5.0,1.0
17334,iams adult,daily walks,11.0,0.0,4.0,5.0,4.0,5.0,0.0
17334,prescription id,walking  playing with toys,11.0,0.0,4.0,5.0,4.0,5.0,0.0
17334,iams adult,walks daily and hiking,11.0,0.0,4.0,5.0,4.0,5.0,0.0
17329,iams mini chunks,walking,7.0,1.0,5.0,0.0,3.0,1.0,1.0
17329,iams proactive health adult large breed,walks        playing tug,7.0,1.0,5.0,0.0,3.0,1.0,1.0
17328,iams,play  with other dogs or people   walks,9.0,1.0,4.0,5.0,3.0,5.0,0.0
17288,iam s smart puppy   iam s low residue transition,walks  fetch w balls,3.0,0.0,5.0,5.0,3.0,1.0,0.0
17288,purina one sensitive system salmon & rice,    mile walks  play  off leash running in approved areas,3.0,0.0,5.0,5.0,3.0,1.0,0.0
17276,orijen,walks and fetch with a ball  this way in the park,6.0,0.0,5.0,5.0,3.0,1.0,1.0
17276,orijen,walking for     miles daily  playing  running in fenced in yard,6.0,0.0,5.0,5.0,3.0,1.0,1.0
17273,purina benefil,running  playing  training,8.0,0.0,3.0,5.0,4.0,4.0,1.0
17273,purinia puppy chow,running playing,8.0,0.0,3.0,5.0,4.0,4.0,1.0
17273,beneful transfering over to eagle pack,walking  fetching  tug of war,8.0,0.0,3.0,5.0,4.0,4.0,1.0
17269,iams puppy,fetch  walking,4.0,1.0,2.0,5.0,4.0,5.0,1.0
17269,purina dog chow  green bag ,          mile walks  frisbee  ball  outdoor play with other dogs,4.0,1.0,2.0,5.0,4.0,5.0,1.0
17269,iams lamb & rice,walking     miles day both outside or at the mall  ball playing,4.0,1.0,2.0,5.0,4.0,5.0,1.0
17269,purina dog chow,walking         miles  ball & fetch,4.0,1.0,2.0,5.0,4.0,5.0,1.0
17268,signature,walks plays ball plays with other dogs,4.0,1.0,2.0,0.0,5.0,0.0,0.0
17268,zigniture,hikes  walks playing in the yard  outings,4.0,1.0,2.0,0.0,5.0,0.0,0.0
17268,zigniture,walks plays with ball goes to agway ect,4.0,1.0,2.0,0.0,5.0,0.0,0.0
17262,iams puppy food,running on a log line in the field  fetch  walks,3.0,0.0,4.0,5.0,4.0,4.0,0.0
17262,iams adult large breed,walks  playing with toys,3.0,0.0,4.0,5.0,4.0,4.0,0.0
17262,purina pro plan,chasing toys  fetch  short walks,3.0,0.0,4.0,5.0,4.0,4.0,0.0
17257,iams,walking & playing,9.0,1.0,4.0,5.0,5.0,5.0,1.0
17257,iams chicken,walking & backyard play,9.0,1.0,4.0,5.0,5.0,5.0,1.0
17257,iams puppy,daily walks  backyard play,9.0,1.0,4.0,5.0,5.0,5.0,1.0
17255,iams large breed adult,walks  tug games  fetch,13.0,1.0,4.0,4.0,2.0,2.0,0.0
17255,iams smart puppy large breed,walks  exploring,13.0,1.0,4.0,4.0,2.0,2.0,0.0
17255,iam s large breed adult,play  on leash walking,13.0,1.0,4.0,4.0,2.0,2.0,0.0
17252,iams,dog walks  play,8.0,1.0,5.0,5.0,4.0,5.0,1.0
17252,iams,walk twice per day,8.0,1.0,5.0,5.0,4.0,5.0,1.0
17252,iams,walks swim play,8.0,1.0,5.0,5.0,4.0,5.0,1.0
17249,iams,playing with other family dog  running  walks  games such as  come ,3.0,0.0,1.0,5.0,4.0,1.0,1.0
17249,iams,running  fetch,3.0,0.0,1.0,5.0,4.0,1.0,1.0
17249,iams,running with other dogs  longs walks  fetch,3.0,0.0,1.0,5.0,4.0,1.0,1.0
17243,iams,walk  run,14.0,1.0,4.0,5.0,4.0,4.0,0.0
17243,iams,runs in park  long walks,14.0,1.0,4.0,5.0,4.0,4.0,0.0
17243,iams,walking  running,14.0,1.0,4.0,5.0,4.0,4.0,0.0
17242,the blue buffalo co  chicken brown rice,  mile walk daily play outside and inside,9.0,1.0,5.0,5.0,3.0,5.0,1.0
17242,blue buffalo natural chicken & brown rice,  mile walk each day playing all day with us and our other dog,9.0,1.0,5.0,5.0,3.0,5.0,1.0
17242,blue buffalo adult chicken and brown rice,walking playing in yard,9.0,1.0,5.0,5.0,3.0,5.0,1.0
17233,iams lamb and rice,walks  chases ball  plays fetch  swimming when available,17.0,0.0,4.0,5.0,2.0,4.0,0.0
17233,iams,walks  fetch  swimming,17.0,0.0,4.0,5.0,2.0,4.0,0.0
17233,iams lamb & rice,walking  fetch  tug of war,17.0,0.0,4.0,5.0,2.0,4.0,0.0
17233,iams,walks  chases ball  outside ,17.0,0.0,4.0,5.0,2.0,4.0,0.0
17228,iams smart puppy,fetch  tug of war  walks,9.0,1.0,3.0,5.0,3.0,4.0,0.0
17228,iams smart puppy,play yard  walks  tug of war   ,9.0,1.0,3.0,5.0,3.0,4.0,0.0
17227,iams lamb & rice,walks  runs  playing in yard,14.0,0.0,5.0,5.0,3.0,5.0,1.0
17227,iaams,walks  runs in backyard  training in and outside,14.0,0.0,5.0,5.0,3.0,5.0,1.0
17227,iams puppy,loves to chase football in yard  long walks,14.0,0.0,5.0,5.0,3.0,5.0,1.0
17216,iams,walks,5.0,0.0,5.0,5.0,4.0,3.0,1.0
17216,iams,playing ball,5.0,0.0,5.0,5.0,4.0,3.0,1.0
17205,iams lamb and rice,walking,5.0,1.0,4.0,5.0,4.0,4.0,0.0
17205,iams lamb and rice,walking,5.0,1.0,4.0,5.0,4.0,4.0,0.0
17205,iams lamb and rice,walking  ball  tug  has a lot of energy,5.0,1.0,4.0,5.0,4.0,4.0,0.0
17196,iams lamb and rice adult,walking  fetching  running in tennis courts,7.0,1.0,5.0,4.0,3.0,4.0,1.0
17196,iams lamb and rice adult,walking  running in tennis courts  fetching,7.0,1.0,5.0,4.0,3.0,4.0,1.0
17087,iams puppy,walk  retreive,4.0,0.0,4.0,4.0,3.0,2.0,0.0
17087,ians lamb & chicken,walks  fetch  frisbee catch  swimming,4.0,0.0,4.0,4.0,3.0,2.0,0.0
17087,iams lamb chicken  +,    mi walk  day   chasing ball frisbee,4.0,0.0,4.0,4.0,3.0,2.0,0.0
17082,iams puppy,playing in house and walking,4.0,0.0,1.0,1.0,2.0,1.0,0.0
17082,iams lamb rice,walking and playing,4.0,0.0,1.0,1.0,2.0,1.0,0.0
17082,iams lamb,walking outside  playing fetch inside and out  playing with other dogs my son s and some therapy dogs near my house ,4.0,0.0,1.0,1.0,2.0,1.0,0.0
17060,iams puppy,daily walks and playtime,4.0,1.0,5.0,5.0,3.0,1.0,0.0
17060,iams,walking  fetch,4.0,1.0,5.0,5.0,3.0,1.0,0.0
17060,  health,primarily walking hiking  also dog play fetch frisbee,4.0,1.0,5.0,5.0,3.0,1.0,0.0
17053,iams puppy chow,walks  plays in the yard,3.0,0.0,3.0,5.0,3.0,0.0,1.0
17053,iams,walk and plays in pool  creek  and backyard,3.0,0.0,3.0,5.0,3.0,0.0,1.0
17053,iams,walks at least  x daily,3.0,0.0,3.0,5.0,3.0,0.0,1.0
17052,iams smart puppy,walking  tug and fetch,5.0,0.0,5.0,5.0,5.0,5.0,1.0
17052,iams puppy large breed,walk and fetch,5.0,0.0,5.0,5.0,5.0,5.0,1.0
17052,iams lamb and rice,walk and fetch,5.0,0.0,5.0,5.0,5.0,5.0,1.0
17052,iams puppy,walk  fetch  play with other dog,5.0,0.0,5.0,5.0,5.0,5.0,1.0
17045,natural balance duck and potato,walking     miles  playing fetch,5.0,0.0,4.0,4.0,4.0,0.0,0.0
17040,iams,walk around block  play in snow  play dates,8.0,0.0,5.0,5.0,4.0,3.0,1.0
17040,iams,walks,8.0,0.0,5.0,5.0,4.0,3.0,1.0
17040,iam s puppy chow,walks  fetch in house and tennis court,8.0,0.0,5.0,5.0,4.0,3.0,1.0
17040,iams lamb and rice,walking  playing,8.0,0.0,5.0,5.0,4.0,3.0,1.0
17040,iams lamb and rice,walking  playing,8.0,0.0,5.0,5.0,4.0,3.0,1.0
17037,iams,running  walking  playing,12.0,0.0,4.0,4.0,3.0,4.0,1.0
17037,iams,chase retrieve balls and toys  runs,12.0,0.0,4.0,4.0,3.0,4.0,1.0
17037,iams,fetch  run with other dogs,12.0,0.0,4.0,4.0,3.0,4.0,1.0
17028,iams,walking  running,13.0,0.0,4.0,5.0,5.0,5.0,1.0
17028,iams puppy,daily walks,13.0,0.0,4.0,5.0,5.0,5.0,1.0
17028,iams,walking  playing,13.0,0.0,4.0,5.0,5.0,5.0,1.0
17006,iams puppy food and chicken rice,play and walks  x a day,10.0,0.0,3.0,5.0,5.0,1.0,0.0
17006,natural balance,walks and runs around and plays,10.0,0.0,3.0,5.0,5.0,1.0,0.0
17006,natural balance,all kinds  play walking exposure a small amount of swimming wading up to elbows,10.0,0.0,3.0,5.0,5.0,1.0,0.0
16994,blue buffalo salmon & sweet potato,walks  plays fetch  plays with our other dog jolee,8.0,1.0,4.0,5.0,4.0,5.0,0.0
16994,blue buffalo puppy,walking  fetch  playing with our dog jolee,8.0,1.0,4.0,5.0,4.0,5.0,0.0
16994,blue buffalo salmon,walking  fetch  playing with our released guide,8.0,1.0,4.0,5.0,4.0,5.0,0.0
16990,purina,run or walk  and playing,4.0,1.0,3.0,4.0,4.0,5.0,0.0
16990,iams,walks  plays  runs  chases balls  hikes,4.0,1.0,3.0,4.0,4.0,5.0,0.0
16990,iams,hiking  ball chasing  walks  runs  swims ,4.0,1.0,3.0,4.0,4.0,5.0,0.0
16985,iams,walks  playing with other dog,2.0,1.0,2.0,5.0,4.0,1.0,0.0
16983,iams adult lamb & rice,walks  playing running in fenced yard,7.0,1.0,4.0,5.0,5.0,5.0,1.0
16983,iams adult lamb & rice,walks and running while playing ball,7.0,1.0,4.0,5.0,5.0,5.0,1.0
16983,eukunuba venison and potato,walks  playing running in fenced yard,7.0,1.0,4.0,5.0,5.0,5.0,1.0
16979,purina sensitive skin canidae grain free,   minute walk     daily  running  walking  playing in large enclosed field     daily,6.0,1.0,4.0,4.0,4.0,3.0,0.0
16979,purina sensitive skin and stomach,   minute walk daily and playing in   acre field,6.0,1.0,4.0,4.0,4.0,3.0,0.0
16977,iams puppy chow,long leash chasing ball  swimming  long walks  playing with other dogs puppies,3.0,1.0,0.0,2.0,2.0,5.0,0.0
16960,purina proplan,walking  running  ball playing,12.0,0.0,5.0,5.0,4.0,4.0,0.0
16960,iams,walking  playing  fetching etc  ,12.0,0.0,5.0,5.0,4.0,4.0,0.0
16952,purina puppy chow,training  playing  retrieving  playing in water  walking,5.0,1.0,4.0,5.0,4.0,1.0,0.0
16952,puppy chow,playing  walking,5.0,1.0,4.0,5.0,4.0,1.0,0.0
16952,iams natural chicken,walks  runs in backyard  hiking  swimming,5.0,1.0,4.0,5.0,4.0,1.0,0.0
16952,switching to iams lamb and rice,hike  walks  swim,5.0,1.0,4.0,5.0,4.0,1.0,0.0
16948,fromm,walks  fetch  tug  etc,8.0,0.0,5.0,5.0,4.0,5.0,0.0
16948,iams adult lamb & rice,fetch & walks,8.0,0.0,5.0,5.0,4.0,5.0,0.0
16942,iams puppy chow  switching to iams lamb & rice,running fetching in yard several times a day and shorts walks most days,5.0,0.0,4.0,5.0,4.0,1.0,1.0
16942,iams lamb & rice,walking   running   fetching   hiking,5.0,0.0,4.0,5.0,4.0,1.0,1.0
16942,iams   naturals   lamb & rice,running in yard  walks  brief playtime with neighborhood dogs in enclosed area  outings,5.0,0.0,4.0,5.0,4.0,1.0,1.0
16936,eukanuba,walking  fetch  soccer  kiddie pool  toys and ice  family dog,4.0,1.0,3.0,5.0,3.0,3.0,0.0
16936,eukanuba adult dog food,ball and walking,4.0,1.0,3.0,5.0,3.0,3.0,0.0
16936,eukanuba,long leash walks in field or woods to relax and sniff  short leash walks  fetch and follow me in fenced area  play with family dog  kong or bone chewing ,4.0,1.0,3.0,5.0,3.0,3.0,0.0
16932,iams,swim  frisbee  balls,5.0,1.0,4.0,5.0,4.0,5.0,0.0
16932,iams adult mini chunks,long walks  frisbee  fetch,5.0,1.0,4.0,5.0,4.0,5.0,0.0
16932,iams mini chunks,long walks  fetch with ball and frisbee,5.0,1.0,4.0,5.0,4.0,5.0,0.0
16932,iams mini chunks,long walks  fetch with ball and frisbee,5.0,1.0,4.0,5.0,4.0,5.0,0.0
16932,iams,swim  frisbee  balls,5.0,1.0,4.0,5.0,4.0,5.0,0.0
16929,purina puppy chow,running  playing  swimming,4.0,1.0,3.0,5.0,4.0,4.0,1.0
16929,purina,running  chasing balls  playing with toys,4.0,1.0,3.0,5.0,4.0,4.0,1.0
16929,purina beneful,running  playing  long walks and hikes  swimming when warm,4.0,1.0,3.0,5.0,4.0,4.0,1.0
16927,purina one,running  tug  fetch  chase,10.0,0.0,5.0,5.0,4.0,4.0,0.0
16927,iams,walks  plays with other dogs  fetch,10.0,0.0,5.0,5.0,4.0,4.0,0.0
16927,purina,tug  fetch  walks  run with other dogs,10.0,0.0,5.0,5.0,4.0,4.0,0.0
16921,purina proplan large breed puppy,walking  playing fetch  take it ,6.0,0.0,4.0,5.0,3.0,5.0,0.0
16921,purina proplan,play  walks,6.0,0.0,4.0,5.0,3.0,5.0,0.0
16921,purina pro plan large breed,fetch  playing with other dogs  walking,6.0,0.0,4.0,5.0,3.0,5.0,0.0
16921,purina pro plan,walking  fetch  playing with other dogs,6.0,0.0,4.0,5.0,3.0,5.0,0.0
16921,purina pro plan,fetch  playing with other dogs  walking,6.0,0.0,4.0,5.0,3.0,5.0,0.0
16918,iams puppy,walks and fetch,4.0,1.0,4.0,5.0,4.0,5.0,1.0
16918,iams,walks  runs  loves to play fetch with balls,4.0,1.0,4.0,5.0,4.0,5.0,1.0
16918,iams puppy,walks and fetch,4.0,1.0,4.0,5.0,4.0,5.0,1.0
16918,iams,walking  playing fetch,4.0,1.0,4.0,5.0,4.0,5.0,1.0
16909,purina puppy chow,walking  fetch  swimming,5.0,0.0,5.0,5.0,4.0,5.0,0.0
16909,iams,walks fetch  playing with other dog,5.0,0.0,5.0,5.0,4.0,5.0,0.0
16908,iams lamb & rice,playtime  walks,13.0,0.0,3.0,5.0,4.0,5.0,0.0
16908,iams,walks  play  fetch  with a toy  with another dog  in the kiddie pool ,13.0,0.0,3.0,5.0,4.0,5.0,0.0
16907,iams smart choice puppy,walking  chasing ball,5.0,0.0,3.0,5.0,2.0,1.0,1.0
16907,iams lamb and rice,walks  puppy play with my dog,5.0,0.0,3.0,5.0,2.0,1.0,1.0
16904,iams,walks  play  fetch ,5.0,0.0,0.0,0.0,3.0,0.0,0.0
16904,iams adult,walking,5.0,0.0,0.0,0.0,3.0,0.0,0.0
16904,iams,walking,5.0,0.0,0.0,0.0,3.0,0.0,0.0
16880,iams lamb and rice,walking     mile per day   play time with  family puppy fenced area back yard,15.0,1.0,5.0,5.0,5.0,5.0,0.0
16880,purinia one puppy chow lamb and rice,supervised runs in fenced in pool area  plays fetch  nightly walks ,15.0,1.0,5.0,5.0,5.0,5.0,0.0
16880,royal canin for labs,  mile walk long or short lead & half hour run,15.0,1.0,5.0,5.0,5.0,5.0,0.0
16879,iams,walk,8.0,0.0,5.0,5.0,4.0,4.0,0.0
16879,iams mini chunks,walk,8.0,0.0,5.0,5.0,4.0,4.0,0.0
16877,nutro sensitive skin & stomach   venison & oatmeal,walking  running  playing with household pets,14.0,0.0,4.0,5.0,5.0,5.0,0.0
16876,iams puppy,lots of play   both inside and outside   large fenced in yard   we are outside a lot ,3.0,1.0,1.0,4.0,5.0,1.0,1.0
16876,iams,lots of time outside   fetching   playing in the yard   playing with my dog,3.0,1.0,1.0,4.0,5.0,1.0,1.0
16856,iams puppy,walking  playing fetch  swimming,6.0,0.0,4.0,5.0,4.0,1.0,0.0
16856,iams lamb & rice,walk  fetch  run,6.0,0.0,4.0,5.0,4.0,1.0,0.0
16856,iams lamb & rice,walk  fetch  run,6.0,0.0,4.0,5.0,4.0,1.0,0.0
16833,iams,walking  sometimes meeting with another raiser for play dates,7.0,0.0,3.0,4.0,4.0,5.0,0.0
16833,iams,walking  running after thrown toys,7.0,0.0,3.0,4.0,4.0,5.0,0.0
16833,purina pro plan large breed chicken,walking  ball  play with other dogs,7.0,0.0,3.0,4.0,4.0,5.0,0.0
16833,purina pro plan large breed chicken,walking  ball  play with other dogs,7.0,0.0,3.0,4.0,4.0,5.0,0.0
16833,purina pro plan large breed chicken,walking  ball  play with other dogs,7.0,0.0,3.0,4.0,4.0,5.0,0.0
16820,iams,walking  playing  swimming,6.0,0.0,3.0,4.0,3.0,3.0,1.0
16816,iams,walking and running,9.0,1.0,5.0,5.0,5.0,5.0,1.0
16816,members mark premium,walks  runs,9.0,1.0,5.0,5.0,5.0,5.0,1.0
16815,iams puppy,walk run,5.0,0.0,5.0,5.0,4.0,1.0,1.0
16815,iams pedigree,walking  running  frisbee,5.0,0.0,5.0,5.0,4.0,1.0,1.0
16815,iams,walking  fetch,5.0,0.0,5.0,5.0,4.0,1.0,1.0
16813,canine caviar,walking around neighborhood ball throwing in back yard,9.0,1.0,5.0,5.0,2.0,5.0,0.0
16813,canine caviar,walk on leash   miles day  fetches tennis ball in fenced back yard,9.0,1.0,5.0,5.0,2.0,5.0,0.0
16807,iams puppy lg breed,running  playing with balls  playing with cats,4.0,0.0,2.0,0.0,3.0,3.0,0.0
16804,iams puppy,walking playing  w macy,4.0,1.0,5.0,0.0,4.0,1.0,1.0
16804,iams lamb and rice,backyard play and walks,4.0,1.0,5.0,0.0,4.0,1.0,1.0
16790,wellness adult super mix,walks  play in yard  play dates  trying to get her to retrieve,7.0,1.0,5.0,5.0,3.0,1.0,0.0
16790,wellness adult super mix,walks  play in yard  play dates  trying to get her to retrieve,7.0,1.0,5.0,5.0,3.0,1.0,0.0
16790,wellness super mix,walks  occasional play,7.0,1.0,5.0,5.0,3.0,1.0,0.0
16785,iams red bag,walk and running,8.0,1.0,4.0,5.0,4.0,4.0,1.0
16785,iams,walks   times a day,8.0,1.0,4.0,5.0,4.0,4.0,1.0
16785,iams,walk  run  playdates,8.0,1.0,4.0,5.0,4.0,4.0,1.0
16775,iams,walk run dog play swim,8.0,0.0,4.0,5.0,4.0,5.0,1.0
16775,iams,play dates walk train run,8.0,0.0,4.0,5.0,4.0,5.0,1.0
16775,iams,walks  swims  playdates ,8.0,0.0,4.0,5.0,4.0,5.0,1.0
16772,iams puppychow,daily walks run  play time in apt,4.0,0.0,4.0,5.0,5.0,0.0,0.0
16772,iams,walking,4.0,0.0,4.0,5.0,5.0,0.0,0.0
16772,iams,walking and some play,4.0,0.0,4.0,5.0,5.0,0.0,0.0
16768,iams puppy chow  transitioning to adult food ,walking on a leash around the town  occasional play in a fenced in dog park  with no other dogs ,5.0,0.0,4.0,5.0,4.0,1.0,1.0
16768,iams lamb and rice adult food,walking on a leash around the town  occasional play in a fenced in dog park  with his friend scarlett or alone ,5.0,0.0,4.0,5.0,4.0,1.0,1.0
16768,iams adult lamb and rice,walking,5.0,0.0,4.0,5.0,4.0,1.0,1.0
16767,purina dog chow,walks swims when weather is warm enough  plays with family dog  toy play in yard in house,12.0,1.0,5.0,0.0,4.0,0.0,0.0
16767,purina puppy chow,name call ball fetch play with our dog work?,12.0,1.0,5.0,0.0,4.0,0.0,0.0
16767,purina puppy chow,fetch swimming playing with other raisers pups walks,12.0,1.0,5.0,0.0,4.0,0.0,0.0
16766,natural balance,walking,15.0,1.0,5.0,5.0,5.0,5.0,0.0
16766,natural balance,walking  playing  with pet dog  chasing balls and toys in the house,15.0,1.0,5.0,5.0,5.0,5.0,0.0
16766,iams,walking  play with our pet dog  occasional short running  playing with toys in the house,15.0,1.0,5.0,5.0,5.0,5.0,0.0
16760,iams,running  walking,13.0,0.0,4.0,4.0,4.0,5.0,0.0
16760,iams,walks  fetch  play follow me,13.0,0.0,4.0,4.0,4.0,5.0,0.0
16760,iams,walk  run  fetch,13.0,0.0,4.0,4.0,4.0,5.0,0.0
16745,iams,walks  ball playing  and play time,7.0,1.0,4.0,5.0,5.0,5.0,0.0
16745,iams,walks and play,7.0,1.0,4.0,5.0,5.0,5.0,0.0
16745,iams lb puppy,running  fetching toys  and walking,7.0,1.0,4.0,5.0,5.0,5.0,0.0
16742,iams,i would put her at a norma plus     needs a little more exercise than average pup,4.0,1.0,5.0,5.0,4.0,5.0,1.0
16742,iams low residue,ball playing   also plays with lynn   walks  playing with snake toy and rope toys   retrieving balls and other toys like that ,4.0,1.0,5.0,5.0,4.0,5.0,1.0
16742,iams adult mini chunks,walking  fetch  dog play,4.0,1.0,5.0,5.0,4.0,5.0,1.0
16742,iams adult,walks  ball play  dog play,4.0,1.0,5.0,5.0,4.0,5.0,1.0
16741,iams,walks  playing with toys  hide and seek  fetch  obstacle type course,12.0,1.0,4.0,4.0,3.0,4.0,0.0
16741,iams,back yard ball playing  walks every day  outings usually every day,12.0,1.0,4.0,4.0,3.0,4.0,0.0
16741,iams,walks  ball playing  wading pool,12.0,1.0,4.0,4.0,3.0,4.0,0.0
16740,orijen,play  running outdoors training,3.0,0.0,4.0,5.0,5.0,1.0,1.0
16740,purina one  blend chicken and rice,short spurts of run in neighborhood  high energy play with german step  friend,3.0,0.0,4.0,5.0,5.0,1.0,1.0
16740,iams lamb and rice,playing with kenneth    k     walking ,3.0,0.0,4.0,5.0,5.0,1.0,1.0
16740,iams lamb and rice,play on long lead  fetch   plays in house  nicely,3.0,0.0,4.0,5.0,5.0,1.0,1.0
16740,iams lamb and rice,playing ball  chasing toys  walking    short hikes,3.0,0.0,4.0,5.0,5.0,1.0,1.0
16733,iams,walking and playing,9.0,0.0,4.0,5.0,4.0,5.0,0.0
16733,iams,walking and playing,9.0,0.0,4.0,5.0,4.0,5.0,0.0
16733,iambs,walking and playing,9.0,0.0,4.0,5.0,4.0,5.0,0.0
16730,iams lamb and rice,walk  swm,9.0,0.0,5.0,5.0,5.0,5.0,0.0
16730,iams lamb and rice,walks,9.0,0.0,5.0,5.0,5.0,5.0,0.0
16726,iams mini chunks,fetch  short walks during the day  long walk in the evening,8.0,0.0,5.0,5.0,3.0,1.0,0.0
16719,iams lamb rice,walks  running fetch,13.0,1.0,4.0,5.0,4.0,3.0,0.0
16719,iams puppy,walk house play with & without older dog outside play on lead,13.0,1.0,4.0,5.0,4.0,3.0,0.0
16719,iams adult,walks  play fetch play inside,13.0,1.0,4.0,5.0,4.0,3.0,0.0
16716,iams,play in yard and in house,4.0,0.0,5.0,5.0,3.0,1.0,0.0
16716,purina pro plan   adult large breed,running in yard with other dogs  walking  playing,4.0,0.0,5.0,5.0,3.0,1.0,0.0
16716,purina pro plan,running in the yard  playing ball  etc ,4.0,0.0,5.0,5.0,3.0,1.0,0.0
16712,pinnacle,walk  fetch  house play,8.0,0.0,0.0,3.0,3.0,5.0,0.0
16712,taste of the wild,started a walk jog routine,8.0,0.0,0.0,3.0,3.0,5.0,0.0
16712,iams lamb and rice,daily walks and playing fetch,8.0,0.0,0.0,3.0,3.0,5.0,0.0
16703,iams smart puppy  large breed ,walking  tug o war  playing with family dog  and fetch,4.0,0.0,3.0,0.0,3.0,5.0,1.0
16703,iams,walk daily,4.0,0.0,3.0,0.0,3.0,5.0,1.0
16686,kirkland lamb and rice,daily walks  puppy playtime,8.0,0.0,4.0,5.0,5.0,5.0,1.0
16686,proplan large breed,walks and playing outside,8.0,0.0,4.0,5.0,5.0,5.0,1.0
16686,iams low residue,walks  neighborhood  park play fetch inside and out,8.0,0.0,4.0,5.0,5.0,5.0,1.0
16664,iams,running   walking,4.0,0.0,4.0,5.0,4.0,3.0,1.0
16664,iams lamb & rice,walking   running,4.0,0.0,4.0,5.0,4.0,3.0,1.0
16664,iams puppy chow,walk  run  swim,4.0,0.0,4.0,5.0,4.0,3.0,1.0
16659,purina one adult chicken and rice,walks  runs in yards or tennis courts and in house chasing toys,13.0,1.0,5.0,0.0,3.0,5.0,1.0
16659,iams puppy,running  fetching ball  playdates couple x wk,13.0,1.0,5.0,0.0,3.0,5.0,1.0
16659,purina one healthy weight,runs  loves ball chasing  walks  playing with other dogs,13.0,1.0,5.0,0.0,3.0,5.0,1.0
16649,iams,free play on fenced deck with   other dogs,6.0,0.0,4.0,4.0,3.0,2.0,1.0
16649,iams lamb and rice,walks  fetch  ball playing,6.0,0.0,4.0,4.0,3.0,2.0,1.0
16643,taste of the wild puppy,walks  frisbee  ball  other geb puppy play time,6.0,0.0,3.0,0.0,3.0,3.0,0.0
16643,taste of the wild,walks  ball  toys  swim,6.0,0.0,3.0,0.0,3.0,3.0,0.0
16641,prarie,walks and run through woods,9.0,1.0,5.0,5.0,4.0,4.0,0.0
16641,iams puppy,long walks  free runs in backyard,9.0,1.0,5.0,5.0,4.0,4.0,0.0
16639,kirtland premium adult food  high end store brand from costco  comparable to eukanuba ,walks  games in the yard  tennis courts  swimming,7.0,1.0,5.0,5.0,4.0,5.0,1.0
16639,iams smart puppy,walks  games with balls  toys,7.0,1.0,5.0,5.0,4.0,5.0,1.0
16639,kirtland premium adult food  high end store brand from costco  comparable to eukanuba ,walks  games in the yard  tennis courts  swimming,7.0,1.0,5.0,5.0,4.0,5.0,1.0
16639,kirtland premium adult food,walks  games in the yard & tennis courts  swimming,7.0,1.0,5.0,5.0,4.0,5.0,1.0
16637,beneful,walks  playing with our dogs  playing with balls or rope toys,9.0,1.0,5.0,5.0,5.0,5.0,1.0
16637,beneful,walks and plays with our other dogs,9.0,1.0,5.0,5.0,5.0,5.0,1.0
16637,iams puppy chow,walks and play with us and the our dogs ,9.0,1.0,5.0,5.0,5.0,5.0,1.0
16636,iams smart puppy,walkingon short leash chasing tennis ball on long  leash walking on long leash through the field,4.0,0.0,0.0,5.0,4.0,0.0,1.0
16636,iams,walking  running in field  chasing ball,4.0,0.0,0.0,5.0,4.0,0.0,1.0
16636,iams proactive health large breed,walks on long lead running in fenced in area  playing in the house,4.0,0.0,0.0,5.0,4.0,0.0,1.0
16635,iams,walks  playing with iola  long leash playing in yard,5.0,1.0,5.0,5.0,3.0,3.0,0.0
16635,iams lamb and rice,walking  running  fenced in area   fetching  playing with other dogs,5.0,1.0,5.0,5.0,3.0,3.0,0.0
16635,iams lamb and rice,walking  playing with other dogs  playing in kiddie pool  chasing ball in yard  playdates with other dogs,5.0,1.0,5.0,5.0,3.0,3.0,0.0
16624,iams adult,playing fetch    walks  hikes,5.0,1.0,3.0,5.0,3.0,1.0,0.0
16624,iams,chasing balls   long walks  hikes,5.0,1.0,3.0,5.0,3.0,1.0,0.0
16623,kirkland lamb and rice,walk  ball play,8.0,0.0,5.0,5.0,5.0,5.0,1.0
