ogr_DogID,Age,Breed,Color,Sex,GoodAppetite,FoodAmount,Weight,Health,StoolFirm,EnergyLevel,EliminationInCrate,QuietInCrate,RespondsToCommandKennel,NoInappropriateChewing,Housemanners,LeftUnattended,EliminationInHouse,PlaybitePeople,StealsFood,OnFurniture,BarksExcessively,RaidsGarbage,CounterSurfingJumpOnDoors,JumpOnPeople,FriendlyWAnimals,GoodWKids,GoodWStrangers,WalksWellOnLeash,KnowCommandGetBusy,EliminatesOnRoute,ChasingAnimals,TrafficFear,NoiseFear,Stairs,SitsOnCommand,DownOnCommand,StaysOnCommand,ComeOnLeash,ComeOffLeash,CanGivePills,EarCleaning,NailCutting,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status
16744,12,2,1,1,1,1,50,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,4,4,5,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,0,0
16744,4,2,1,1,1,1,24,5,5,4,4,4,4,3,0,2,4,3,3,3,3,3,4,3,4,4,4,4,4,5,3,4,4,5,4,3,3,4,4,4,4,4,0,4,0,0
16744,8,2,1,1,1,1,43.4,5,5,5,5,4,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,5,4,5,4,5,5,4,0,0
16743,11,2,1,1,1,3.25,59,5,5,5,5,5,5,4,4,4,5,4,5,4,5,4,4,4,3,5,5,4,5,5,4,5,4,5,5,5,4,5,4,5,5,5,5,4,5,0
16743,14,2,1,1,1,3.25,61,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,3,4,5,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,5,4,1,0
16743,7,2,1,1,1,3.25,50,5,5,5,5,5,5,4,4,4,5,3,5,5,4,5,5,4,4,5,5,4,5,5,5,4,4,5,5,5,5,5,4,3,5,5,5,4,4,0
16743,4,2,1,1,1,3,35.5,5,5,5,5,4,5,3,2,2,4,4,3,5,4,4,5,5,5,5,5,4,4,5,4,4,3,4,5,5,4,4,3,3,3,4,0,4,5,0
16742,4,2,5,1,1,3,26,5,5,4,5,3,4,4,3,3,4,4,5,3,3,5,3,4,5,5,5,4,5,5,3,5,5,5,5,4,4,5,5,5,5,0,5,4,5,1
16742,4,2,5,1,1,1,26.4,1,4,4,4,3,4,1,1,1,4,1,2,1,1,4,1,1,2,3,3,1,4,4,2,2,1,4,5,3,2,4,1,5,3,4,5,2,5,1
16742,12,2,5,1,1,3,62,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,3,5,4,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,1
16742,7,2,5,1,1,3,55,4,5,5,5,5,5,5,5,5,0,4,5,5,3,5,5,4,5,4,5,4,5,4,4,5,5,5,5,5,4,5,5,5,4,5,5,3,5,1
16741,12,2,1,1,1,2.5,52,5,5,4,5,4,4,3,3,3,4,3,4,4,3,4,4,2,4,5,5,3,4,3,3,5,4,5,4,4,4,4,3,4,4,1,4,3,4,0
16741,3,2,1,1,1,3,22,5,4,3,5,4,3,1,1,1,3,1,2,3,3,3,2,2,4,3,4,1,3,3,3,4,4,4,4,4,2,4,3,4,3,2,4,1,0,0
16741,7,2,1,1,1,3,48,4,4,4,5,4,4,3,3,3,4,3,3,3,3,4,4,3,4,4,4,3,4,5,3,5,4,4,4,4,4,4,3,4,4,2,5,3,4,0
16740,3,2,1,0,1,1,25,4,4,4,5,4,4,1,1,1,5,1,3,2,3,2,0,2,5,3,5,4,4,5,4,5,4,4,4,4,4,4,4,5,4,3,5,5,1,1
16740,7,2,1,0,1,4,58,5,4,4,5,3,4,4,4,3,5,3,4,5,3,5,4,4,3,3,4,3,5,4,4,5,5,4,4,5,4,4,4,5,4,1,4,4,5,1
16740,17,2,1,0,1,1,75.5,0,5,4,4,5,4,5,4,4,5,5,4,5,5,4,4,4,5,5,5,5,5,4,4,5,4,5,4,4,4,5,4,4,0,2,5,5,2,1
16740,14,2,1,0,1,1,72,5,5,5,5,5,4,4,3,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,4,4,3,2,5,4,5,1
16740,11,2,1,0,1,1,68.7,5,5,4,5,5,4,5,3,3,4,4,4,5,3,3,3,4,4,3,4,3,4,4,2,4,2,3,5,4,4,4,3,3,3,2,1,1,1,1
16739,4,2,5,0,1,1,28,5,4,4,5,4,4,3,4,4,5,3,4,3,5,5,5,3,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,0,3,1,1
16738,5,2,1,0,1,4,25,5,4,2,5,4,3,4,3,3,5,3,5,3,4,5,5,2,1,1,1,3,4,5,5,3,3,5,5,5,4,4,4,4,0,3,5,3,4,1
16738,8,2,1,0,1,4,62.5,5,4,4,5,4,5,4,4,4,5,2,5,4,4,4,5,2,2,1,3,3,4,4,2,3,4,4,4,4,4,3,3,4,4,3,5,3,4,1
16738,11,2,1,0,1,1,0,5,4,4,5,4,5,5,5,4,5,2,3,3,4,3,5,3,2,1,2,1,4,5,2,4,3,3,5,5,3,3,5,5,4,2,5,1,3,1
16738,14,2,1,0,1,1,81.5,5,5,5,5,3,5,5,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,5,4,3,5,4,5,1
16737,15,2,1,0,1,1,71,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,3,5,4,5,4,5,5,3,4,3,1,4,4,5,4,1,0
16737,4,2,1,0,1,1,0,4,4,5,4,5,2,4,5,5,4,4,5,5,5,5,5,4,2,1,4,4,5,2,5,3,5,4,5,4,4,5,4,1,4,4,0,5,5,0
16737,8,2,1,0,1,1,57,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,3,5,4,4,4,3,3,4,5,5,5,3,5,4,3,4,4,5,4,5,0
16733,9,2,5,0,1,1,50,4,5,5,4,1,4,3,4,2,4,4,4,4,3,3,4,2,4,4,4,3,4,2,3,4,4,5,4,4,4,4,4,4,4,4,5,4,5,0
16733,4,2,5,0,1,1,30,5,5,4,2,4,3,2,4,3,3,4,4,4,5,3,4,1,4,4,4,3,3,2,5,4,5,4,4,3,4,5,5,5,4,4,5,4,3,0
16733,12,2,5,0,1,1,54,5,5,4,5,3,5,4,3,3,5,4,4,3,4,3,4,3,5,5,5,2,2,2,3,5,5,5,5,5,4,4,4,5,5,5,5,4,5,0
16732,4,2,5,1,1,2.5,30,4,4,5,5,5,4,4,4,4,5,5,3,5,5,5,5,4,5,5,5,5,4,3,5,5,5,5,4,4,4,5,4,5,5,5,5,4,1,1
16732,9,2,5,1,1,2.666666667,51,4,5,5,5,5,4,5,4,5,5,5,5,3,5,4,5,3,5,5,5,4,4,4,5,5,5,4,5,4,4,4,3,5,5,4,5,4,4,1
16732,12,2,5,1,1,2.666666667,52,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,4,5,1
16730,9,2,1,0,1,3,60,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
16730,18,2,1,0,1,3,70,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,0
16729,6,2,5,0,1,1,53,4,5,4,5,3,3,2,4,3,5,4,5,5,4,5,2,5,5,5,5,4,5,4,4,4,4,5,4,4,4,4,3,3,4,4,3,3,5,0
16729,15,2,5,0,1,1,75,5,5,5,5,4,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,2,0
16729,11,2,5,0,1,3,65,5,5,5,5,5,5,4,4,3,5,5,3,4,5,5,3,5,5,5,5,4,5,5,4,5,5,5,5,4,4,5,4,4,4,2,4,4,5,0
16726,8,2,5,0,1,3,60,5,5,5,5,5,5,5,4,5,5,4,5,5,3,3,5,5,5,5,5,2,4,3,5,5,5,5,5,5,5,4,4,5,5,2,5,3,1,0
16724,13,2,1,0,1,3.5,75,5,5,5,5,5,5,4,4,5,5,5,4,5,3,4,4,4,5,5,5,4,4,3,4,5,4,5,4,4,4,4,5,5,5,3,4,2,5,1
16724,6,2,1,0,1,1,49,5,5,5,5,5,4,4,5,4,5,4,5,5,3,5,5,3,4,5,5,4,5,4,3,5,5,5,5,4,4,5,5,5,4,3,4,3,4,1
16724,3,2,1,0,1,2.25,20.5,4,5,5,5,2,3,3,4,3,3,3,4,4,1,4,4,2,4,4,4,3,5,3,3,4,3,4,5,3,3,3,4,4,3,3,4,2,1,1
16723,14,2,1,0,1,1,80,5,5,5,5,5,5,5,4,0,5,4,0,4,5,0,5,4,5,5,5,4,0,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,0
16723,5,2,1,0,1,1.5,30,4,4,5,5,5,3,3,3,3,4,2,3,3,3,2,5,0,3,4,3,3,3,3,4,0,4,5,4,4,3,4,4,4,4,3,4,4,4,0
16723,8,2,1,0,1,2,70,4,5,5,5,5,5,5,4,5,5,4,4,4,4,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,3,0
16721,4,2,1,1,1,1,33,5,5,5,5,4,3,2,2,1,5,1,5,2,2,2,1,1,4,4,4,2,4,4,4,2,3,4,4,4,3,4,3,4,3,1,0,3,4,1
16721,12,2,1,1,1,3,56,3,4,5,4,3,5,4,5,4,5,4,5,5,3,5,5,3,5,0,5,5,5,5,4,4,3,4,4,4,4,4,4,5,5,5,5,4,5,1
16721,7,2,1,1,1,3,50,5,4,5,5,3,4,4,4,3,5,3,5,3,3,5,5,4,5,5,4,4,4,5,4,4,4,4,3,3,1,4,4,0,5,4,5,4,0,1
16719,13,2,5,1,1,3,55,5,5,4,5,4,5,4,4,4,5,5,4,4,4,4,3,3,3,4,5,4,4,4,3,4,4,5,5,5,4,5,4,5,4,1,5,4,3,0
16719,4,2,5,1,1,3,27,5,5,5,5,3,5,3,4,2,4,4,1,4,4,5,5,4,5,5,5,3,4,4,3,4,4,4,5,5,5,5,5,5,5,3,5,4,1,0
16719,6,2,5,1,1,1,42,5,5,4,5,4,5,4,3,2,5,5,5,4,4,4,3,3,4,5,5,3,4,4,2,4,5,3,5,5,4,5,5,5,5,1,5,3,5,0
16717,4,2,5,0,1,1,26,4,4,5,5,3,4,4,4,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,0,5,5,5,5,0,1
16717,13,2,5,0,1,1,59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
16717,13,2,5,0,1,1,59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
16717,4,2,5,0,1,38049,29,5,4,5,5,4,2,4,4,4,3,5,5,5,5,5,5,4,5,5,5,4,3,3,5,4,5,5,5,5,4,5,5,5,5,5,5,5,0,1
16717,8,2,5,0,1,38078,58,5,4,5,5,4,5,4,4,4,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,5,5,4,5,5,1,1
16717,8,2,5,0,1,38078,58,5,4,5,5,4,5,4,4,4,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,5,5,4,5,5,1,1
16717,13,2,5,0,1,1,59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
16717,4,2,5,0,1,38049,29,5,4,5,5,4,2,4,4,4,3,5,5,5,5,5,5,4,5,5,5,4,3,3,5,4,5,5,5,5,4,5,5,5,5,5,5,5,0,1
16716,4,2,5,0,1,3.25,31,5,5,4,5,4,4,3,4,4,5,3,5,4,5,5,5,4,1,4,5,2,4,4,5,1,5,5,4,4,3,3,4,5,5,3,5,3,1,0
16716,12,2,5,0,1,1,70,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,0
16716,7,2,5,0,1,3.5,51,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,4,5,5,1,0
16712,8,2,1,0,1,3.5,60,5,5,5,5,5,4,3,3,3,4,3,3,4,3,3,4,3,5,5,5,4,3,5,4,4,4,5,4,4,3,3,3,0,0,4,3,3,5,0
16712,16,2,1,0,1,1,77,5,5,4,5,4,5,4,4,5,5,4,5,3,4,5,5,4,5,5,5,4,4,5,5,5,4,5,5,5,4,5,4,5,4,4,5,4,5,0
16710,5,2,1,0,1,1,42.5,5,5,4,5,5,3,4,4,4,4,2,4,3,3,4,5,3,3,4,4,3,4,3,4,4,4,4,5,3,4,4,3,5,4,4,5,3,0,0
16710,13,2,1,0,1,1,82.2,3,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,4,5,5,5,3,5,4,5,5,5,5,5,5,5,4,4,5,4,3,5,3,5,0
16710,10,2,1,0,1,1.5,80,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,0
16709,6,2,1,0,1,2,48,5,5,3,5,4,4,3,5,4,5,4,4,4,4,5,4,3,4,4,5,5,3,3,4,5,5,3,5,5,4,4,4,5,5,5,5,4,4,0
16709,13,2,1,0,1,4.5,72,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0
16709,8,2,1,0,1,1,63,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0
16705,4,2,1,0,1,42465,25,3,3,5,4,3,3,2,1,2,5,3,3,3,2,1,2,3,2,5,5,3,3,3,1,4,5,4,5,5,3,3,4,3,3,4,4,4,0,0
16705,8,2,1,0,1,4,69,4,4,4,5,5,4,3,3,3,5,4,3,5,2,2,5,3,3,4,5,4,3,2,3,5,5,5,5,4,3,4,2,5,4,3,5,3,4,0
16703,4,2,5,0,1,3,39,5,4,4,5,5,5,5,3,2,4,2,5,3,5,4,5,3,5,5,5,3,5,4,4,3,4,4,5,5,5,4,5,5,3,4,0,3,5,1
16703,12,2,5,0,1,1,68.5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,4,5,4,5,2,5,5,5,5,5,5,5,4,5,5,5,4,4,1
16700,12,2,5,1,1,3,61.4,5,5,5,5,5,4,3,4,4,5,5,5,3,5,4,5,5,5,5,5,3,4,3,1,4,4,5,5,5,3,4,4,5,5,5,5,4,1,0
16700,4,2,5,1,1,1.5,31,5,5,5,3,5,3,3,4,4,4,3,5,5,5,5,5,5,5,5,5,4,3,3,4,4,3,5,4,4,3,5,4,5,5,5,5,5,1,0
16700,6,2,5,1,1,3,52,5,5,5,5,5,3,4,4,4,5,3,2,4,5,4,5,5,5,5,5,4,3,3,5,4,4,5,4,4,4,5,4,5,5,5,5,3,5,0
16698,12,2,1,1,1,2,59,4,5,5,5,5,5,4,5,4,5,5,5,5,4,4,5,4,5,5,5,4,3,4,5,5,5,5,5,5,4,5,4,5,0,2,5,3,0,0
16698,8,2,1,1,1,3,55,4,5,5,5,5,5,4,4,3,5,5,5,5,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,4,4,5,3,5,3,2,5,4,5,0
16698,4,2,1,1,1,3,32,5,5,5,5,4,5,2,3,1,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,5,4,4,5,4,5,5,1,5,2,1,0
16697,4,2,1,0,1,4.5,44.5,5,5,5,5,4,4,4,4,5,5,4,5,5,3,5,5,5,5,5,5,4,3,5,4,5,5,5,5,5,4,5,4,5,5,4,0,4,3,0
16697,10,2,1,0,1,5,70,4,4,3,5,3,4,3,3,4,5,4,5,4,3,4,5,4,5,5,5,3,4,4,5,5,5,5,4,4,4,5,3,5,4,5,5,3,1,0
16696,9,2,1,1,1,4,44,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,5,5,4,4,4,4,5,5,5,4,4,4,4,5,0
16696,6,2,5,1,1,3,31,5,5,5,5,5,4,4,4,3,5,5,4,4,5,5,4,3,4,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0
16696,15,2,1,1,1,4.5,55,5,5,5,5,5,4,4,4,5,5,4,5,4,4,5,5,4,5,4,5,4,5,4,4,5,5,5,5,5,5,5,4,5,3,4,5,4,5,0
16695,11,2,1,0,1,3.5,71.7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
16695,4,2,1,0,1,4,31,4,3,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
16695,8,2,1,0,1,4,63,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
16694,13,2,1,0,1,1,73,5,5,4,5,5,4,3,3,4,5,3,5,5,3,4,4,5,3,4,4,3,4,4,3,5,5,4,4,4,4,4,4,4,4,3,5,4,1,1
16694,4,2,1,0,1,1,40,5,5,5,5,5,5,3,3,4,4,3,5,4,3,5,5,3,4,3,3,4,4,4,4,4,5,5,5,5,4,4,3,5,4,3,4,4,4,1
16694,7,2,1,0,1,1,57.5,5,5,5,5,5,3,4,4,5,5,3,4,4,4,5,4,4,4,3,3,4,4,4,4,4,5,5,5,5,5,4,4,4,4,3,4,4,1,1
16693,4,2,5,1,1,1,30,5,5,5,5,4,4,4,4,4,5,4,5,5,4,5,5,4,5,5,5,0,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,1
16693,8,2,5,1,1,3,48,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,5,4,5,0,5,5,1
16693,13,2,5,1,1,3.5,60,5,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,4,5,5,5,4,5,5,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,1
16691,13,2,1,1,1,1,50,5,5,4,5,4,4,2,4,5,5,5,5,2,2,5,5,2,5,5,5,2,5,3,3,5,4,5,4,4,2,4,2,5,5,3,5,1,3,0
16691,4,2,1,1,1,1,26,5,3,5,5,1,5,2,4,5,4,2,4,4,2,5,5,5,5,5,5,2,5,4,2,4,5,5,5,5,2,5,5,3,2,2,5,4,4,0
16691,7,2,1,1,1,1,53,5,5,4,5,4,5,1,4,4,5,5,5,2,2,5,5,2,5,2,5,4,5,4,2,5,5,5,5,5,2,5,4,5,4,5,4,4,4,0
16690,9,2,1,1,1,2.75,53,4,5,5,5,4,4,3,4,2,3,5,3,5,5,5,5,3,4,5,5,2,4,3,4,5,5,3,3,3,3,4,4,3,4,4,5,3,4,1
16690,4,2,1,1,1,3,23,5,5,5,4,2,3,1,3,2,3,1,2,2,3,5,5,3,5,5,5,3,4,5,5,4,4,5,5,5,4,5,4,3,2,4,5,3,1,1
16690,13,2,1,1,1,2.5,0,5,5,4,5,4,5,5,5,4,5,4,4,4,4,5,4,4,4,5,5,3,5,4,3,5,4,5,4,4,3,5,5,5,5,3,5,4,5,1
16689,12,2,5,0,1,1,64,4,4,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,4,2,4,4,1,1
16689,5,2,5,0,1,1,42,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,4,5,5,5,4,5,5,5,4,4,5,3,3,3,5,4,5,5,1,0,0,4,1
16686,8,2,1,0,1,3,60,4,4,5,5,4,5,3,5,3,5,4,5,5,4,3,5,3,5,5,5,5,5,4,5,5,5,3,4,4,4,4,4,4,4,4,5,5,5,1
16686,12,2,1,0,1,4,70,4,4,5,5,5,4,4,4,4,5,4,5,5,4,4,5,4,5,5,5,4,4,4,5,4,4,4,5,5,4,4,4,5,5,4,5,4,5,1
16686,4,2,1,0,1,3,30,3,5,5,5,4,4,4,4,5,5,3,5,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,1
16684,5,2,1,1,1,1,32,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,5,3,5,4,5,4,4,4,4,5,5,5,5,5,3,5,5,5,5,5,0,4,1,1
16684,15,2,1,1,1,2,52,5,5,4,5,5,5,3,5,5,5,5,4,5,5,4,5,4,5,5,5,4,4,4,5,5,5,0,0,4,5,5,4,3,4,3,5,4,4,1
16684,8,2,1,1,1,3,48,5,5,4,5,3,5,3,4,4,5,3,4,4,5,4,5,3,5,5,5,3,5,4,5,5,5,4,5,4,3,5,5,3,5,5,3,3,3,1
16683,13,2,1,0,1,4,79.2,5,5,4,5,5,5,5,5,5,5,4,5,5,3,5,5,4,5,5,5,3,4,4,5,4,3,5,4,4,4,4,4,5,5,4,5,3,5,1
16683,7,2,1,0,1,6,66.4,5,4,3,5,5,5,4,5,5,4,4,4,5,3,5,5,5,5,5,5,3,4,4,5,4,4,5,4,4,3,4,4,5,4,4,5,5,5,1
16683,4,2,1,0,1,3.5,39.5,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,3,5,5,5,4,5,4,5,4,5,5,5,5,1
16682,10,2,1,0,1,4,76,5,3,5,4,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,4,4,4,4,5,5,4,5,5,5,5,4,5,5,4,5,5,5,1
16682,5,2,1,0,1,4,38,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,5,5,5,1
16681,7,2,1,1,1,3,33,5,4,5,5,4,5,4,4,5,0,4,5,4,5,5,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,0
16681,16,2,1,1,1,3,55,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,2,5,0,5,5,5,5,3,4,5,0,5,5,4,5,5,5,4,4,5,5,5,0
16681,11,2,1,1,1,3,49,4,5,0,5,4,5,4,4,5,5,5,5,5,5,5,4,2,4,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,0
16678,5,2,1,1,1,3.75,43.4,5,4,5,5,5,5,4,5,5,4,4,5,5,5,4,5,4,5,5,5,4,4,5,4,5,4,5,5,5,4,5,5,5,5,4,5,4,5,0
16678,14,2,1,1,1,1,58,5,4,5,5,5,5,5,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,0,0
16678,8,2,1,1,1,1,55,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4,5,4,5,5,5,4,5,4,5,5,5,5,4,5,0
16676,8,2,1,1,1,3.5,54,5,5,5,5,3,5,2,1,3,5,4,1,3,3,2,0,1,5,5,5,4,4,4,3,0,0,0,5,4,4,5,4,0,4,3,5,4,4,0
16676,3,2,1,1,1,3.75,24,5,2,5,5,3,4,2,2,1,3,3,1,3,2,1,2,1,5,5,5,4,4,4,3,4,4,4,4,4,3,3,5,5,3,3,5,3,3,0
16676,12,2,1,1,1,2.25,58,5,5,5,5,4,5,4,3,5,5,4,2,4,4,3,3,3,5,5,5,5,4,0,3,4,4,5,5,4,3,5,4,5,4,4,5,4,4,0
16664,4,2,5,0,1,3,30,5,5,5,5,5,3,3,4,3,5,3,5,3,5,4,5,3,5,5,5,4,4,3,4,5,5,4,5,3,5,5,4,5,4,4,5,4,3,1
16664,13,2,5,0,1,4,70,5,5,5,5,5,3,4,4,4,5,4,5,4,5,4,5,4,5,5,5,4,3,3,3,5,5,5,5,5,5,5,3,5,5,4,5,4,5,1
16664,9,2,5,0,1,1,65,5,4,5,4,5,3,4,5,4,5,4,5,5,5,4,5,4,4,5,5,4,4,4,4,5,5,5,5,4,5,5,5,5,5,2,5,4,1,1
16662,10,2,5,0,1,1,70,5,5,5,5,5,5,4,4,4,5,4,5,5,5,3,5,4,4,5,5,4,4,4,4,4,5,5,4,4,4,5,4,5,4,3,4,4,4,1
16662,15,2,5,0,1,1,79,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,5,0,4,5,4,5,1
16662,5,2,5,0,1,1,40,5,5,5,5,5,5,3,4,2,5,3,5,5,0,4,4,4,5,5,5,4,5,4,4,4,5,4,4,4,5,5,4,5,4,4,4,4,4,1
16661,14,2,5,1,1,2.5,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,4,5,1
16661,8,2,5,1,1,3.25,0,5,5,4,5,5,0,3,5,4,5,4,5,4,5,5,5,3,5,5,5,5,5,4,4,5,5,3,5,5,5,5,3,5,5,5,5,3,5,1
16661,4,2,5,1,1,1,0,5,5,5,5,4,5,3,4,4,4,1,5,4,3,3,5,1,5,5,5,5,5,4,3,5,5,4,5,5,4,0,4,5,4,5,5,4,5,1
16659,13,2,5,1,1,1,0,5,5,4,5,5,5,2,3,4,5,5,5,5,3,3,4,3,4,4,5,3,4,4,3,5,5,5,5,4,3,5,4,4,5,2,0,3,5,1
16659,3,2,5,1,1,3,30,5,5,3,5,4,5,2,3,1,5,3,3,2,3,3,2,2,3,3,4,2,4,3,3,4,4,5,5,5,3,3,3,3,4,4,5,3,3,1
16659,8,2,5,1,1,3,47,3,5,3,5,3,5,3,4,4,5,5,4,5,3,3,4,4,5,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,5,3,4,4,4,1
16658,5,2,5,1,1,1,30,5,4,4,5,5,0,4,4,3,3,3,3,3,4,4,4,2,3,5,5,1,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,0
16658,10,2,5,1,1,1,55,5,5,5,5,4,5,5,4,5,5,4,5,3,5,5,5,4,5,5,5,3,4,4,3,4,5,5,4,4,4,5,4,5,4,3,5,4,5,0
16658,15,2,5,1,1,1,60,5,5,4,5,4,5,5,4,5,5,4,5,3,4,5,5,3,4,5,4,3,5,4,4,5,5,5,5,5,5,4,3,5,5,2,5,4,5,0
16651,11,2,5,1,1,1,55,5,5,0,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,0,1
16650,13,2,5,1,1,2.5,60.6,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,5,5,5,4,4,5,4,5,5,5,3,5,5,5,5,4,5,4,5,1
16650,7,2,5,1,1,1,54.2,5,5,5,5,5,5,4,4,5,4,5,5,4,3,4,5,5,5,5,5,5,5,3,4,5,4,5,5,5,4,5,4,5,5,4,5,4,5,1
16650,4,2,5,1,1,1,31.6,5,4,5,5,5,5,4,3,2,5,4,5,4,3,3,5,3,5,5,5,3,5,4,4,5,5,4,5,5,4,4,4,0,5,4,5,4,3,1
16649,6,2,5,0,1,2.5,46,5,5,4,4,4,4,3,4,3,5,4,5,3,2,4,4,4,5,5,5,3,5,4,3,3,4,5,4,4,4,4,3,4,4,4,4,3,2,1
